	2.06	2.06	2.56	1.7	2.56	1.7	3.2	1.0	3.2	2.03	2.16
	9.84	1.95	1.95	1.95	1.95	2.46	1.64	2.46	1.64	3.05	1.0
	3.05	1.91	2.03	9.32	1.85	1.85	1.85	1.85	2.36	1.57	2.36
	1.57	2.91	1.0	2.91	1.81	1.91	8.86	1.76	1.76	1.76	1.76
	2.28	1.52	2.28	1.52	2.78	1.0	2.78	1.73	1.81	8.45	1.68
	1.68	1.68	1.68	2.2	1.47	2.2	1.47	2.67	1.0	2.67	1.65
	1.72	8.08	1.6	1.6	1.6	1.6	2.12	1.42	2.12	1.42	2.56
	1.0	2.56	1.58	1.64	7.74	1.54	1.54	1.54	1.54	2.06	1.37
	2.06	1.37	2.47	1.0	2.47	1.51	1.57	7.43	1.48	1.48	1.48
	1.48	2.0	1.33	2.0	1.33	2.38	1.0	2.38	1.45	1.5	7.15
	1.42	1.42	1.42	1.42	1.94	1.29	1.94	1.29	2.3	1.0	2.3
	1.4	1.44	6.9	1.37	1.37	1.37	1.37	1.88	1.26	1.88	1.26
	2.22	1.0	2.22	1.35	1.38	6.66	1.33	1.33	1.33	1.33	1.83
	1.22	1.83	1.22	2.16	1.0	2.16	1.3	1.33	6.44	1.28	1.28
	1.28	1.28	1.79	1.19	1.79	1.19	2.09	1.0	2.09	1.26	1.29
	6.24	1.24	1.24	1.24	1.24	1.74	1.16	1.74	1.16	2.03	1.0
	2.03	1.22	1.24	6.05	1.21	1.21	1.21	1.21	1.7	1.13	1.7
	1.13	1.98	1.0	1.98	1.18	1.2	5.87	1.17	1.17	1.17	1.17
	1.66	1.11	1.66	1.11	1.92	1.0	1.92	1.15	1.17	5.71	1.14
	1.14	1.14	1.14	1.62	1.08	1.62	1.08	1.87	1.0	1.87	1.12
	1.13	5.56	1.11	1.11	1.11	1.11	1.59	1.06	1.59	1.06	1.83
	1.0	1.83	1.09	1.1	5.41	1.08	1.08	1.08	1.08	1.55	1.03
	1.55	1.03	1.78	1.0	1.78	1.06	1.07	5.28	1.05	1.05	1.05
	1.05	1.52	1.01	1.52	1.01	1.74	1.0	1.74	1.03	1.04	5.15
	1.03	1.03	1.03	1.03	1.49	0.99	1.49	0.99	1.7	1.0	1.7
	1.01	1.02	5.03	1.0	1.0	1.0	1.0	1.46	0.97	1.46	0.97
	1.67	1.0	1.67	0.99	0.99	4.92	0.98	0.98	0.98	0.98	1.43
	0.96	1.43	0.96	1.63	1.0	1.63	0.96	0.97	4.81	0.96	0.96
	0.96	0.96	1.41	0.94	1.41	0.94	1.6	1.0	1.6	0.94	0.95
	4.71	0.94	0.94	0.94	0.94	1.38	0.92	1.38	0.92	1.57	1.0
	1.57	0.92	0.93	4.61	0.92	0.92	0.92	0.92	1.36	0.91	1.36
	0.91	1.54	1.0	1.54	0.9	0.91	4.52	0.9	0.9	0.9	0.9
	1.34	0.89	1.34	0.89	1.51	1.0	1.51	0.89	0.89	4.43	0.89
	0.89	0.89	0.89	1.31	0.88	1.31	0.88	1.48	1.0	1.48	0.87
	0.87	4.35	0.87	0.87	0.87	0.87	1.29	0.86	1.29	0.86	1.46
	1.0	1.46	0.85	0.85	4.27	0.85	0.85	0.85	0.85	1.27	0.85
	1.27	0.85	1.43	1.0	1.43	0.84	0.84	4.19	0.84	0.84	0.84
	0.84	1.25	0.84	1.25	0.84	1.41	1.0	1.41	0.82	0.82	4.12
	0.82	0.82	0.82	0.82	1.24	0.82	1.24	0.82	1.38	1.0	1.38
	0.81	0.81	4.05	0.81	0.81	0.81	0.81	1.22	0.81	1.22	0.81
	1.36	1.0	1.36	0.8	0.79	3.98	0.8	0.8	0.8	0.8	1.2
	0.8	1.2	0.8	1.34	1.0	1.34	0.78	0.78	3.92	0.78	0.78
	0.78	0.78	1.18	0.79	1.18	0.79	1.32	1.0	1.32	0.77	0.77
	3.86	0.77	0.77	0.77	0.77	1.17	0.78	1.17	0.78	1.3	1.0
	1.3	0.76	0.75	3.8	0.76	0.76	0.76	0.76	1.15	0.77	1.15
	0.77	1.28	1.0	1.28	0.75	0.74	3.75	0.75	0.75	0.75	0.75
	1.14	0.76	1.14	0.76	1.27	1.0	1.27	0.74	0.73	3.69	0.74
	0.74	0.74	0.74	1.12	0.75	1.12	0.75	1.25	1.0	1.25	0.73
	0.72	3.64	0.73	0.73	0.73	0.73	1.11	0.74	1.11	0.74	1.23
	1.0	1.23	0.71	0.71	3.59	0.72	0.72	0.72	0.72	1.1	0.73
	1.1	0.73	1.22	1.0	1.22	0.71	0.7	3.54	0.71	0.71	0.71
	0.71	1.08	0.72	1.08	0.72	1.2	1.0	1.2	0.7	0.69	3.49
	0.7	0.7	0.7	0.7	1.07	0.71	1.07	0.71	1.18	1.0	1.18
	0.69	0.68	3.45	0.69	0.69	0.69	0.69	1.06	0.71	1.06	0.71
	1.17	1.0	1.17	0.67	0.67	3.41	0.68	0.68	0.68	0.68	1.05
	0.7	1.05	0.7	1.16	1.0	1.16	0.66	0.66	3.36	0.67	0.67
	0.67	0.67	1.04	0.69	1.04	0.69	1.14	1.0	1.14	0.65	0.65
	3.32	0.67	0.67	0.67	0.67	1.03	0.68	1.03	0.68	1.13	1.0
	1.13	0.64	0.65	3.28	0.66	0.66	0.66	0.66	1.01	0.68	1.01
	0.68	1.12	1.0	1.12	0.63	0.64	3.25	0.6	0.6	0.6	0.6
	1.0	0.67	1.0	0.67	1.1	1.0	1.1	0.62	0.63	3.21	0.59
	0.59	0.59	0.59	0.99	0.66	0.99	0.66	1.09	1.0	1.09	0.61
	0.62	3.17	0.58	0.58	0.58	0.58	0.98	0.66	0.98	0.66	1.08
	1.0	1.08	0.61	0.62	3.14	0.58	0.58	0.58	0.58	0.98	0.65
	0.98	0.65	1.07	1.0	1.07	0.6	0.61	3.11	0.57	0.57	0.57
	0.57	0.97	0.64	0.97	0.64	1.06	1.0	1.06	0.59	0.6	3.07
	0.56	0.56	0.56	0.56	0.96	0.64	0.96	0.64	1.05	1.0	1.05
	0.58	0.6	3.04	0.56	0.56	0.56	0.56	0.95	0.63	0.95	0.63
	1.04	1.0	1.04	0.57	0.59	3.01	0.55	0.55	0.55	0.55	0.94
	0.63	0.94	0.63	1.03	1.0	1.03	0.57	0.58	2.98	0.55	0.55
	0.55	0.55	0.93	0.62	0.93	0.62	1.02	1.0	1.02	0.56	0.58
	2.95	0.54	0.54	0.54	0.54	0.92	0.62	0.92	0.62	1.01	1.0
	1.01	0.55	0.57	2.92	0.54	0.54	0.54	0.54	0.92	0.61	0.92
	0.61	1.0	1.0	1.0	0.54	0.57	2.9	0.53	0.53	0.53	0.53
	0.91	0.61	0.91	0.61	0.99	1.0	0.99	0.54	0.56	2.87	0.53
	0.53	0.53	0.53	0.9	0.6	0.9	0.6	0.98	1.0	0.98	0.53
	0.56	2.84	0.52	0.52	0.52	0.52	0.89	0.6	0.89	0.6	0.97
	1.0	0.97	0.53	0.55	2.82	0.52	0.52	0.52	0.52	0.89	0.59
	0.89	0.59	0.97	1.0	0.97	0.52	0.54	2.79	0.51	0.51	0.51
	0.51	0.88	0.59	0.88	0.59	0.96	1.0	0.96	0.51	0.54	2.77
	0.51	0.51	0.51	0.51	0.87	0.58	0.87	0.58	0.95	1.0	0.95
	0.51	0.54	2.75	0.5	0.5	0.5	0.5	0.87	0.58	0.87	0.58
	0.94	1.0	0.94	0.5	0.53	2.72	0.5	0.5	0.5	0.5	0.86
	0.57	0.86	0.57	0.93	1.0	0.93	0.5	0.53	2.7	0.5	0.5
	0.5	0.5	0.85	0.57	0.85	0.57	0.93	1.0	0.93	0.49	0.52
	2.68	0.49	0.49	0.49	0.49	0.85	0.56	0.85	0.56	0.92	1.0
	0.92	0.49	0.52	2.66	0.49	0.49	0.49	0.49	0.84	0.56	0.84
	0.56	0.91	1.0	0.91	0.48	0.51	2.64	0.48	0.48	0.48	0.48
	0.84	0.56	0.84	0.56	0.91	1.0	0.91	0.48	0.51	2.62	0.48
	0.48	0.48	0.48	0.83	0.55	0.83	0.55	0.9	1.0	0.9	0.47
	0.51	2.6	0.48	0.48	0.48	0.48	0.82	0.55	0.82	0.55	0.89
	1.0	0.89	0.47	0.5	2.58	0.47	0.47	0.47	0.47	0.82	0.55
	0.82	0.55	0.89	1.0	0.89	0.47	0.5	2.56	0.47	0.47	0.47
	0.47	0.81	0.54	0.81	0.54	0.88	1.0	0.88	0.46	0.49	2.54
	0.47	0.47	0.47	0.47	0.81	0.54	0.81	0.54	0.87	1.0	0.87
	0.46	0.49	2.52	0.46	0.46	0.46	0.46	0.8	0.53	0.8	0.53
	0.87	1.0	0.87	0.45	0.49	2.51	0.46	0.46	0.46	0.46	0.8
	0.53	0.8	0.53	0.86	1.0	0.86	0.45	0.48	2.49	0.46	0.46
	0.46	0.46	0.79	0.53	0.79	0.53	0.86	1.0	0.86	0.45	0.48
	2.47	0.45	0.45	0.45	0.45	0.79	0.52	0.79	0.52	0.85	1.0
	0.85	0.44	0.48	2.46	0.45	0.45	0.45	0.45	0.78	0.52	0.78
	0.52	0.85	1.0	0.85	0.44	0.47	2.44	0.45	0.45	0.45	0.45
	0.78	0.52	0.78	0.52	0.84	1.0	0.84	0.44	0.47	2.42	0.45
	0.45	0.45	0.45	0.77	0.52	0.77	0.52	0.84	1.0	0.84	0.43
	0.47	2.41	0.44	0.44	0.44	0.44	0.77	0.51	0.77	0.51	0.83
	1.0	0.83	0.43	0.46	2.39	0.44	0.44	0.44	0.44	0.76	0.51
	0.76	0.51	0.83	1.0	0.83	0.43	0.46	2.38	0.44	0.44	0.44
	0.44	0.76	0.51	0.76	0.51	0.82	1.0	0.82	0.42	0.46	2.36
	0.43	0.43	0.43	0.43	0.76	0.5	0.76	0.5	0.82	1.0	0.82
	0.42	0.45	2.35	0.43	0.43	0.43	0.43	0.75	0.5	0.75	0.5
	0.81	1.0	0.81	40	49	`中区战线`	20.6	50.0	80.72	15.0	15.0
	15.0	15.0	7.93	5.29	7.93	5.29	13.55	1.0	13.55	10.36	17.61
	43.43	8.22	8.22	8.22	8.22	5.03	3.35	5.03	3.35	8.07	1.0
	8.07	8.11	11.81	35.35	6.76	6.76	6.76	6.76	4.6	3.07	4.6
	3.07	7.04	1.0	7.04	6.68	8.91	29.87	5.76	5.76	5.76	5.76
	4.24	2.83	4.24	2.83	6.25	1.0	6.25	5.68	7.17	25.9	5.02
	5.02	5.02	5.02	3.94	2.63	3.94	2.63	5.63	1.0	5.63	4.96
	6.01	22.89	4.46	4.46	4.46	4.46	3.68	2.45	3.68	2.45	5.12
	1.0	5.12	4.4	5.19	20.53	4.01	4.01	4.01	4.01	3.46	2.3
	3.46	2.3	4.7	1.0	4.7	3.96	4.57	18.64	3.65	3.65	3.65
	3.65	3.26	2.17	3.26	2.17	4.35	1.0	4.35	3.6	4.08	17.08
	3.35	3.35	3.35	3.35	3.09	2.06	3.09	2.06	4.05	1.0	4.05
	3.31	3.7	15.78	3.1	3.1	3.1	3.1	2.93	1.95	2.93	1.95
	3.8	1.0	3.8	3.06	3.38	14.67	2.89	2.89	2.89	2.89	2.79
	1.86	2.79	1.86	3.57	1.0	3.57	2.85	3.12	13.72	2.71	2.71
	2.71	2.71	2.67	1.78	2.67	1.78	3.38	1.0	3.38	2.67	2.89
	12.89	2.55	2.55	2.55	2.55	2.56	1.7	2.56	1.7	3.2	1.0
	3.2	2.51	2.7	12.17	2.41	2.41	2.41	2.41	2.46	1.64	2.46
	1.64	3.05	1.0	3.05	2.37	2.54	11.53	2.28	2.28	2.28	2.28
	2.36	1.57	2.36	1.57	2.91	1.0	2.91	2.25	2.39	10.96	2.17
	2.17	2.17	2.17	2.28	1.52	2.28	1.52	2.78	1.0	2.78	2.14
	2.26	10.45	2.07	2.07	2.07	2.07	2.2	1.47	2.2	1.47	2.67
	1.0	2.67	2.04	2.15	9.99	1.98	1.98	1.98	1.98	2.12	1.42
	2.12	1.42	2.56	1.0	2.56	1.96	2.05	9.57	1.9	1.9	1.9
	1.9	2.06	1.37	2.06	1.37	2.47	1.0	2.47	1.87	1.96	9.19
	1.83	1.83	1.83	1.83	2.0	1.33	2.0	1.33	2.38	1.0	2.38
	1.8	1.87	8.85	1.76	1.76	1.76	1.76	1.94	1.29	1.94	1.29
	2.3	1.0	2.3	1.73	1.8	8.53	1.7	1.7	1.7	1.7	1.88
	1.26	1.88	1.26	2.22	1.0	2.22	1.67	1.73	8.23	1.64	1.64
	1.64	1.64	1.83	1.22	1.83	1.22	2.16	1.0	2.16	1.62	1.67
	7.96	1.58	1.58	1.58	1.58	1.79	1.19	1.79	1.19	2.09	1.0
	2.09	1.56	1.61	7.71	1.54	1.54	1.54	1.54	1.74	1.16	1.74
	1.16	2.03	1.0	2.03	1.51	1.56	7.48	1.49	1.49	1.49	1.49
	1.7	1.13	1.7	1.13	1.98	1.0	1.98	1.47	1.51	7.26	1.45
	1.45	1.45	1.45	1.66	1.11	1.66	1.11	1.92	1.0	1.92	1.43
	1.46	7.06	1.41	1.41	1.41	1.41	1.62	1.08	1.62	1.08	1.87
	1.0	1.87	1.39	1.42	6.87	1.37	1.37	1.37	1.37	1.59	1.06
	1.59	1.06	1.83	1.0	1.83	1.35	1.38	6.69	1.33	1.33	1.33
	1.33	1.55	1.03	1.55	1.03	1.78	1.0	1.78	1.32	1.34	6.53
	1.3	1.3	1.3	1.3	1.52	1.01	1.52	1.01	1.74	1.0	1.74
	1.28	1.3	6.37	1.27	1.27	1.27	1.27	1.49	0.99	1.49	0.99
	1.7	1.0	1.7	1.25	1.27	6.22	1.24	1.24	1.24	1.24	1.46
	0.97	1.46	0.97	1.67	1.0	1.67	1.22	1.24	6.08	1.21	1.21
	1.21	1.21	1.43	0.96	1.43	0.96	1.63	1.0	1.63	1.2	1.21
	5.95	1.19	1.19	1.19	1.19	1.41	0.94	1.41	0.94	1.6	1.0
	1.6	1.17	1.18	5.82	1.16	1.16	1.16	1.16	1.38	0.92	1.38
	0.92	1.57	1.0	1.57	1.15	1.16	5.7	1.14	1.14	1.14	1.14
	1.36	0.91	1.36	0.91	1.54	1.0	1.54	1.12	1.13	5.59	1.12
	1.12	1.12	1.12	1.34	0.89	1.34	0.89	1.51	1.0	1.51	1.1
	1.11	5.48	1.09	1.09	1.09	1.09	1.31	0.88	1.31	0.88	1.48
	1.0	1.48	1.08	1.09	5.38	1.07	1.07	1.07	1.07	1.29	0.86
	1.29	0.86	1.46	1.0	1.46	1.06	1.07	5.28	1.05	1.05	1.05
	1.05	1.27	0.85	1.27	0.85	1.43	1.0	1.43	1.04	1.05	5.19
	1.04	1.04	1.04	1.04	1.25	0.84	1.25	0.84	1.41	1.0	1.41
	1.02	1.03	5.1	1.02	1.02	1.02	1.02	1.24	0.82	1.24	0.82
	1.38	1.0	1.38	1.0	1.01	5.01	1.0	1.0	1.0	1.0	1.22
	0.81	1.22	0.81	1.36	1.0	1.36	0.99	0.99	4.93	0.99	0.99
	0.99	0.99	1.2	0.8	1.2	0.8	1.34	1.0	1.34	0.97	0.97
